Compound Name, 14 01a, 14 02a, 14 03a, 14 04a, 14 05a, 14 06a, 14 07a, 14 08a, 14 09a, 14 10a, 14 11a, 14 12a, 14 13a, 14 14a, 14 15a, 14 16a, 14 17a, 14 18a, 14 19a, 14 20a, 14 21a, 14 22a, 14 23a, 14 24a, 14 25a, 14 26a, 14 27a, 14 28a, 14 29a, 14 30a, 14 31a, 14 32a, 14 33a, 14 34a, 14 36a, 14 01b, 14 02b, 14 03b, 14 04b, 14 05b, 14 06b, 14 07b, 14 08b, 14 09b, 14 10b, 14 11b, 14 12b, 14 13b, 14 14b, 14 15b, 14 16b, 14 17b, 14 18b, 14 19b, 14 20b, 14 21b, 14 22b, 14 23b, 14 24b, 14 25b, 14 26b, 14 27b, 14 28b, 14 29b, 14 30b, 14 31b, 14 32b, 14 33b, 14 34b, 14 36b, 14 01c, 14 02c, 14 03c, 14 04c, 14 05c, 14 06c, 14 07c, 14 08c, 14 09c, 14 10c, 14 11c, 14 12c, 14 13c, 14 14c, 14 15c, 14 16c, 14 17c, 14 18c, 14 19c, 14 20c, 14 21c, 14 22c, 14 23c, 14 24c, 14 25c, 14 26c, 14 27c, 14 28c, 14 29c, 14 30c, 14 31c, 14 32c, 14 33c, 14 34c, 14 36c
1973_7.82_1625.7709,18615.32,600,21883.68,53866.4,20736.68,600,71362.85,600,147060.9,600,600,214035.3,22561.95,24966.39,65532.46,600,600,600,20714.89,600,600,600,600,28130.29,600,315947.8,77701.98,600,600,600,600,600,600,600,600,18615.32,600,21883.68,53866.4,20736.68,600,71362.85,600,147060.9,600,600,214035.3,22561.95,24966.39,65532.46,600,600,600,20714.89,600,600,600,600,28130.29,600,315947.8,77701.98,600,600,600,600,600,600,600,600,18615.32,600,21883.68,53866.4,20736.68,600,71362.85,600,147060.9,600,600,214035.3,22561.95,24966.39,65532.46,600,600,600,20714.89,600,600,600,600,28130.29,600,315947.8,77701.98,600,600,600,600,600,600,600,600
1974_7.768_1628.7671,600,600,42072.32,600,600,600,600,600,600,100402.6,600,600,157800,600,48792.16,600,600,600,600,38153.55,600,600,198230.2,600,39810.52,600,600,600,600,600,600,102852.6,225948.5,600,600,600,600,42072.32,600,600,600,600,600,600,100402.6,600,600,157800,600,48792.16,600,600,600,600,38153.55,600,600,198230.2,600,39810.52,600,600,600,600,600,600,102852.6,225948.5,600,600,600,600,42072.32,600,600,600,600,600,600,100402.6,600,600,157800,600,48792.16,600,600,600,600,38153.55,600,600,198230.2,600,39810.52,600,600,600,600,600,600,102852.6,225948.5,600,600
1975_7.889_1630.781,23505.19,600,18151.39,46012.81,24560.78,600,600,600,14082.18,600,103156.2,600,25272.29,29890.56,600,600,600,34501.91,15769.83,600,239284.9,59975.12,600,90030.26,600,600,266839,45307.65,600,13127.91,248977.6,600,600,600,84766.68,23505.19,600,18151.39,46012.81,24560.78,600,600,600,14082.18,600,103156.2,600,25272.29,29890.56,600,600,600,34501.91,15769.83,600,239284.9,59975.12,600,90030.26,600,600,266839,45307.65,600,13127.91,248977.6,600,600,600,84766.68,23505.19,600,18151.39,46012.81,24560.78,600,600,600,14082.18,600,103156.2,600,25272.29,29890.56,600,600,600,34501.91,15769.83,600,239284.9,59975.12,600,90030.26,600,600,266839,45307.65,600,13127.91,248977.6,600,600,600,84766.68
1976_7.74_1631.7706,600,600,600,600,600,600,600,600,600,600,600,86485.88,600,41705.57,600,55708.29,600,51945.29,41289.72,600,600,137236.5,600,20511.72,600,116406.3,46512.05,95102.22,600,65389.11,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,86485.88,600,41705.57,600,55708.29,600,51945.29,41289.72,600,600,137236.5,600,20511.72,600,116406.3,46512.05,95102.22,600,65389.11,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,86485.88,600,41705.57,600,55708.29,600,51945.29,41289.72,600,600,137236.5,600,20511.72,600,116406.3,46512.05,95102.22,600,65389.11,600,600,600,600,600
1977_7.515_1634.7631,600,600,600,600,600,24731.76,600,600,600,600,72555.11,600,69747.84,600,80686.61,55282.1,600,600,600,600,600,66909.65,55784.65,600,600,600,69276.71,34697.54,600,54252.45,600,600,600,70406.57,86829.13,600,600,600,600,600,24731.76,600,600,600,600,72555.11,600,69747.84,600,80686.61,55282.1,600,600,600,600,600,66909.65,55784.65,600,600,600,69276.71,34697.54,600,54252.45,600,600,600,70406.57,86829.13,600,600,600,600,600,24731.76,600,600,600,600,72555.11,600,69747.84,600,80686.61,55282.1,600,600,600,600,600,66909.65,55784.65,600,600,600,69276.71,34697.54,600,54252.45,600,600,600,70406.57,86829.13
1978_7.12_1640.7767,161456.5,600,280468.5,600,600,600,600,600,293343.8,600,600,353191.1,600,600,600,600,264325.8,600,600,600,600,600,600,158824.9,224399.5,600,600,600,600,129557.5,600,600,600,600,600,161456.5,600,280468.5,600,600,600,600,600,293343.8,600,600,353191.1,600,600,600,600,264325.8,600,600,600,600,600,600,158824.9,224399.5,600,600,600,600,129557.5,600,600,600,600,600,161456.5,600,280468.5,600,600,600,600,600,293343.8,600,600,353191.1,600,600,600,600,264325.8,600,600,600,600,600,600,158824.9,224399.5,600,600,600,600,129557.5,600,600,600,600,600
1979_7.834_1641.7811,600,8674.705,12602.18,93045.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,16580.5,53347.35,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,8674.705,12602.18,93045.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,16580.5,53347.35,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,8674.705,12602.18,93045.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,16580.5,53347.35,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1980_7.876_1644.7903,48156.38,40732.23,28455.86,14176.76,63149.03,25460.36,8019.707,600,600,600,600,60963.3,600,50171.81,8764.389,116628.6,600,11161.03,600,600,40156.66,600,600,9552.433,600,158484.1,600,15935.04,600,600,32055.47,29547.33,32125.82,600,600,48156.38,40732.23,28455.86,14176.76,63149.03,25460.36,8019.707,600,600,600,600,60963.3,600,50171.81,8764.389,116628.6,600,11161.03,600,600,40156.66,600,600,9552.433,600,158484.1,600,15935.04,600,600,32055.47,29547.33,32125.82,600,600,48156.38,40732.23,28455.86,14176.76,63149.03,25460.36,8019.707,600,600,600,600,60963.3,600,50171.81,8764.389,116628.6,600,11161.03,600,600,40156.66,600,600,9552.433,600,158484.1,600,15935.04,600,600,32055.47,29547.33,32125.82,600,600
1981_7.861_1648.7849,36920.71,81741.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,19496.75,41081.95,65681.48,37905.54,68437.25,48538.19,600,33298.69,600,600,600,600,600,600,600,600,96618.97,36920.71,81741.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,19496.75,41081.95,65681.48,37905.54,68437.25,48538.19,600,33298.69,600,600,600,600,600,600,600,600,96618.97,36920.71,81741.5,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,19496.75,41081.95,65681.48,37905.54,68437.25,48538.19,600,33298.69,600,600,600,600,600,600,600,600,96618.97
1982_7.841_1650.7818,600,600,600,600,600,52651.9,98330.12,600,250051.2,59537.11,600,600,600,19720.63,202922.4,600,31838.1,215885.3,62186.96,25046.18,600,600,201093.7,600,600,600,600,9897.691,192604.4,30271.67,600,600,299877.9,600,19021.52,600,600,600,600,600,52651.9,98330.12,600,250051.2,59537.11,600,600,600,19720.63,202922.4,600,31838.1,215885.3,62186.96,25046.18,600,600,201093.7,600,600,600,600,9897.691,192604.4,30271.67,600,600,299877.9,600,19021.52,600,600,600,600,600,52651.9,98330.12,600,250051.2,59537.11,600,600,600,19720.63,202922.4,600,31838.1,215885.3,62186.96,25046.18,600,600,201093.7,600,600,600,600,9897.691,192604.4,30271.67,600,600,299877.9,600,19021.52
1983_7.645_1654.2992,53033.9,142944.6,600,113560.6,600,600,139153.1,123340.9,103423.1,600,62375.57,600,600,600,124658.8,140432.9,600,59998.38,600,69594.68,71334.34,105586.9,600,39576.4,600,600,73270.99,108259.2,59585.13,40201.25,600,104629.1,600,600,87940.84,53033.9,142944.6,600,113560.6,600,600,139153.1,123340.9,103423.1,600,62375.57,600,600,600,124658.8,140432.9,600,59998.38,600,69594.68,71334.34,105586.9,600,39576.4,600,600,73270.99,108259.2,59585.13,40201.25,600,104629.1,600,600,87940.84,53033.9,142944.6,600,113560.6,600,600,139153.1,123340.9,103423.1,600,62375.57,600,600,600,124658.8,140432.9,600,59998.38,600,69594.68,71334.34,105586.9,600,39576.4,600,600,73270.99,108259.2,59585.13,40201.25,600,104629.1,600,600,87940.84
1984_7.717_1654.8054,600,600,45441.16,179787,600,600,600,600,600,220571.1,600,600,600,600,600,600,600,600,600,247579.8,228726.7,245460.9,170685.9,30864.69,8004.452,600,600,600,600,600,600,600,9312.388,600,216680.4,600,600,45441.16,179787,600,600,600,600,600,220571.1,600,600,600,600,600,600,600,600,600,247579.8,228726.7,245460.9,170685.9,30864.69,8004.452,600,600,600,600,600,600,600,9312.388,600,216680.4,600,600,45441.16,179787,600,600,600,600,600,220571.1,600,600,600,600,600,600,600,600,600,247579.8,228726.7,245460.9,170685.9,30864.69,8004.452,600,600,600,600,600,600,600,9312.388,600,216680.4
1985_7.065_1656.7733,600,397419.6,600,333211.9,290469.6,199559.6,433465.6,236593.2,134662.8,447379.8,266346.4,600,223820.8,261118.7,441065.7,367525.7,600,239364,246372,373326.9,350528,371225.3,320850.6,600,600,262340.8,391626.4,397610.8,394602.5,147543.2,235044.3,372435,342462.3,315931,402050.3,600,397419.6,600,333211.9,290469.6,199559.6,433465.6,236593.2,134662.8,447379.8,266346.4,600,223820.8,261118.7,441065.7,367525.7,600,239364,246372,373326.9,350528,371225.3,320850.6,600,600,262340.8,391626.4,397610.8,394602.5,147543.2,235044.3,372435,342462.3,315931,402050.3,600,397419.6,600,333211.9,290469.6,199559.6,433465.6,236593.2,134662.8,447379.8,266346.4,600,223820.8,261118.7,441065.7,367525.7,600,239364,246372,373326.9,350528,371225.3,320850.6,600,600,262340.8,391626.4,397610.8,394602.5,147543.2,235044.3,372435,342462.3,315931,402050.3
1986_7.106_1657.7783,14628.66,600,68807.94,600,33264.08,600,152706.1,121153.3,600,600,600,75139.34,600,67080.8,600,600,89123.58,600,600,20370.01,91774.36,600,600,600,106177,59120.22,600,600,101422.1,15908.75,94294.14,600,129291.6,100391.7,600,14628.66,600,68807.94,600,33264.08,600,152706.1,121153.3,600,600,600,75139.34,600,67080.8,600,600,89123.58,600,600,20370.01,91774.36,600,600,600,106177,59120.22,600,600,101422.1,15908.75,94294.14,600,129291.6,100391.7,600,14628.66,600,68807.94,600,33264.08,600,152706.1,121153.3,600,600,600,75139.34,600,67080.8,600,600,89123.58,600,600,20370.01,91774.36,600,600,600,106177,59120.22,600,600,101422.1,15908.75,94294.14,600,129291.6,100391.7,600
1987_7.602_1657.7862,600,600,600,600,600,22580.9,40576.02,600,600,107578.8,600,600,120332,51306.58,40300.28,600,600,104189.2,50204.77,98958.66,600,108105.3,600,600,54958.02,600,600,600,600,146935.4,72627.79,600,600,600,600,600,600,600,600,600,22580.9,40576.02,600,600,107578.8,600,600,120332,51306.58,40300.28,600,600,104189.2,50204.77,98958.66,600,108105.3,600,600,54958.02,600,600,600,600,146935.4,72627.79,600,600,600,600,600,600,600,600,600,22580.9,40576.02,600,600,107578.8,600,600,120332,51306.58,40300.28,600,600,104189.2,50204.77,98958.66,600,108105.3,600,600,54958.02,600,600,600,600,146935.4,72627.79,600,600,600,600
1988_7.822_1658.7907,26825.95,14264.13,22466.04,600,11691.75,17243.44,600,10642.24,177540.5,600,63130.32,33000.7,600,600,63733.1,43611.63,600,202151.7,600,21445.73,600,17873.73,98573.27,10885.8,22208.04,16314.99,600,14224.61,21671.25,22943.95,600,600,600,600,9951.496,26825.95,14264.13,22466.04,600,11691.75,17243.44,600,10642.24,177540.5,600,63130.32,33000.7,600,600,63733.1,43611.63,600,202151.7,600,21445.73,600,17873.73,98573.27,10885.8,22208.04,16314.99,600,14224.61,21671.25,22943.95,600,600,600,600,9951.496,26825.95,14264.13,22466.04,600,11691.75,17243.44,600,10642.24,177540.5,600,63130.32,33000.7,600,600,63733.1,43611.63,600,202151.7,600,21445.73,600,17873.73,98573.27,10885.8,22208.04,16314.99,600,14224.61,21671.25,22943.95,600,600,600,600,9951.496
1989_7.932_1664.7946,600,600,600,133109.4,600,600,600,600,22764.55,67333.95,600,29983.08,600,600,600,34484.44,600,46131.19,600,600,600,600,58357.42,600,600,600,600,600,600,600,600,100555.7,600,52092.74,600,600,600,600,133109.4,600,600,600,600,22764.55,67333.95,600,29983.08,600,600,600,34484.44,600,46131.19,600,600,600,600,58357.42,600,600,600,600,600,600,600,600,100555.7,600,52092.74,600,600,600,600,133109.4,600,600,600,600,22764.55,67333.95,600,29983.08,600,600,600,34484.44,600,46131.19,600,600,600,600,58357.42,600,600,600,600,600,600,600,600,100555.7,600,52092.74,600
1990_7.788_1665.7836,41925.21,43880.09,10755.81,53612.41,600,16275.21,68844.02,19528.06,600,14417.02,20640.71,42739.65,39063.59,73880.82,115761.1,600,600,44469.66,40020.8,106167.1,7365.723,12627.44,600,600,28853.3,600,14192.35,30346.96,600,23014.47,31264.42,600,13797.82,66871.81,600,41925.21,43880.09,10755.81,53612.41,600,16275.21,68844.02,19528.06,600,14417.02,20640.71,42739.65,39063.59,73880.82,115761.1,600,600,44469.66,40020.8,106167.1,7365.723,12627.44,600,600,28853.3,600,14192.35,30346.96,600,23014.47,31264.42,600,13797.82,66871.81,600,41925.21,43880.09,10755.81,53612.41,600,16275.21,68844.02,19528.06,600,14417.02,20640.71,42739.65,39063.59,73880.82,115761.1,600,600,44469.66,40020.8,106167.1,7365.723,12627.44,600,600,28853.3,600,14192.35,30346.96,600,23014.47,31264.42,600,13797.82,66871.81,600
1991_7.096_1668.7691,600,76552.09,20753.32,17782.27,600,13848.52,44949.15,44846.93,26255.49,52736.87,50349.54,59568.19,53166.64,44141.01,23559.48,52892.18,33159.81,51145.96,22211.29,49646.47,600,66464.77,71896.63,24805.26,8204.161,40908.13,61580.47,64528.02,55648.38,39379.7,59567,41270.22,29445.3,43259.38,39849.63,600,76552.09,20753.32,17782.27,600,13848.52,44949.15,44846.93,26255.49,52736.87,50349.54,59568.19,53166.64,44141.01,23559.48,52892.18,33159.81,51145.96,22211.29,49646.47,600,66464.77,71896.63,24805.26,8204.161,40908.13,61580.47,64528.02,55648.38,39379.7,59567,41270.22,29445.3,43259.38,39849.63,600,76552.09,20753.32,17782.27,600,13848.52,44949.15,44846.93,26255.49,52736.87,50349.54,59568.19,53166.64,44141.01,23559.48,52892.18,33159.81,51145.96,22211.29,49646.47,600,66464.77,71896.63,24805.26,8204.161,40908.13,61580.47,64528.02,55648.38,39379.7,59567,41270.22,29445.3,43259.38,39849.63
1992_7.852_1669.7884,18211.98,600,17693.07,600,600,17400.91,600,46975.38,73383.38,18094.04,28250.41,75593.25,600,22510.58,600,600,41257.66,27318.48,26144.96,600,600,22310.26,33060.8,47817.3,600,29915.25,31508.34,117657.6,600,600,89087.63,16892.96,147068.6,600,600,18211.98,600,17693.07,600,600,17400.91,600,46975.38,73383.38,18094.04,28250.41,75593.25,600,22510.58,600,600,41257.66,27318.48,26144.96,600,600,22310.26,33060.8,47817.3,600,29915.25,31508.34,117657.6,600,600,89087.63,16892.96,147068.6,600,600,18211.98,600,17693.07,600,600,17400.91,600,46975.38,73383.38,18094.04,28250.41,75593.25,600,22510.58,600,600,41257.66,27318.48,26144.96,600,600,22310.26,33060.8,47817.3,600,29915.25,31508.34,117657.6,600,600,89087.63,16892.96,147068.6,600,600
1993_8.005_1671.7981,600,600,600,600,600,600,197737.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,30643.84,245912.6,1303.563,600,179800.7,1611.154,5148.105,600,600,600,600,600,600,600,600,197737.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,30643.84,245912.6,1303.563,600,179800.7,1611.154,5148.105,600,600,600,600,600,600,600,600,197737.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,30643.84,245912.6,1303.563,600,179800.7,1611.154,5148.105,600,600
1994_7.728_1673.7906,17258.37,249378.7,600,600,29565.11,600,600,600,600,600,247039.6,600,161329.9,12369.13,217215.7,37982.03,49592.14,97260.55,49260.84,600,600,600,600,600,600,277777.7,274863.2,82862.94,600,248789.4,211241.3,133598.4,174256.3,600,55325.33,17258.37,249378.7,600,600,29565.11,600,600,600,600,600,247039.6,600,161329.9,12369.13,217215.7,37982.03,49592.14,97260.55,49260.84,600,600,600,600,600,600,277777.7,274863.2,82862.94,600,248789.4,211241.3,133598.4,174256.3,600,55325.33,17258.37,249378.7,600,600,29565.11,600,600,600,600,600,247039.6,600,161329.9,12369.13,217215.7,37982.03,49592.14,97260.55,49260.84,600,600,600,600,600,600,277777.7,274863.2,82862.94,600,248789.4,211241.3,133598.4,174256.3,600,55325.33
1995_7.946_1673.7997,600,600,600,14781.32,600,600,21666.77,600,238589.8,600,600,17088.56,49456.6,600,117687.3,600,41166.5,61984.93,600,600,600,600,58404.86,600,10579.82,600,17653.29,600,600,600,600,89237.2,600,600,18465.53,600,600,600,14781.32,600,600,21666.77,600,238589.8,600,600,17088.56,49456.6,600,117687.3,600,41166.5,61984.93,600,600,600,600,58404.86,600,10579.82,600,17653.29,600,600,600,600,89237.2,600,600,18465.53,600,600,600,14781.32,600,600,21666.77,600,238589.8,600,600,17088.56,49456.6,600,117687.3,600,41166.5,61984.93,600,600,600,600,58404.86,600,10579.82,600,17653.29,600,600,600,600,89237.2,600,600,18465.53
1996_7.805_1674.7915,22253.38,600,600,600,15329.81,600,19612.66,600,600,600,600,600,600,600,600,600,600,52258.59,600,35605.68,600,600,600,20317.64,51035.56,600,600,173954.5,600,29099.17,600,15912.36,600,600,600,22253.38,600,600,600,15329.81,600,19612.66,600,600,600,600,600,600,600,600,600,600,52258.59,600,35605.68,600,600,600,20317.64,51035.56,600,600,173954.5,600,29099.17,600,15912.36,600,600,600,22253.38,600,600,600,15329.81,600,19612.66,600,600,600,600,600,600,600,600,600,600,52258.59,600,35605.68,600,600,600,20317.64,51035.56,600,600,173954.5,600,29099.17,600,15912.36,600,600,600
1997_7.961_1675.7938,44198.23,14089.64,600,256155.4,600,15592.98,600,133852.9,33166.2,38079.62,21836.04,600,600,32692.8,18192.53,41133.52,18183.13,54741.06,26342.77,600,600,57176.66,600,26821.55,600,600,78244.81,600,18587.46,600,600,600,600,600,600,44198.23,14089.64,600,256155.4,600,15592.98,600,133852.9,33166.2,38079.62,21836.04,600,600,32692.8,18192.53,41133.52,18183.13,54741.06,26342.77,600,600,57176.66,600,26821.55,600,600,78244.81,600,18587.46,600,600,600,600,600,600,44198.23,14089.64,600,256155.4,600,15592.98,600,133852.9,33166.2,38079.62,21836.04,600,600,32692.8,18192.53,41133.52,18183.13,54741.06,26342.77,600,600,57176.66,600,26821.55,600,600,78244.81,600,18587.46,600,600,600,600,600,600
1998_7.766_1677.7902,600,600,600,46071.56,600,600,600,600,53994.68,600,35953.02,41521.25,600,28796.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,25754.7,600,600,99562.35,57288.99,116294.7,600,600,600,600,46071.56,600,600,600,600,53994.68,600,35953.02,41521.25,600,28796.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,25754.7,600,600,99562.35,57288.99,116294.7,600,600,600,600,46071.56,600,600,600,600,53994.68,600,35953.02,41521.25,600,28796.13,600,600,600,600,600,600,600,600,600,600,600,600,600,600,25754.7,600,600,99562.35,57288.99,116294.7,600
1999_7.295_1680.7744,76754.76,127439.3,600,244224.2,116104.7,600,240861.7,211132,600,215689.5,142770.6,192736.3,173913.3,130649.8,230587.2,197404.9,69493.22,600,117467.9,145540.4,600,231980,240537,77573.65,84190.15,186417.3,189412.8,165179,203792.9,156425,600,198365.9,228391.1,134456.6,195237.2,76754.76,127439.3,600,244224.2,116104.7,600,240861.7,211132,600,215689.5,142770.6,192736.3,173913.3,130649.8,230587.2,197404.9,69493.22,600,117467.9,145540.4,600,231980,240537,77573.65,84190.15,186417.3,189412.8,165179,203792.9,156425,600,198365.9,228391.1,134456.6,195237.2,76754.76,127439.3,600,244224.2,116104.7,600,240861.7,211132,600,215689.5,142770.6,192736.3,173913.3,130649.8,230587.2,197404.9,69493.22,600,117467.9,145540.4,600,231980,240537,77573.65,84190.15,186417.3,189412.8,165179,203792.9,156425,600,198365.9,228391.1,134456.6,195237.2
2000_7.826_1686.7945,600,600,600,49344.13,600,600,600,600,41036.45,172489.9,107279.8,78152.06,600,600,600,40844.45,600,68871.23,600,600,600,600,600,600,600,66253.11,89325.24,600,600,600,600,59438.21,600,600,38432.16,600,600,600,49344.13,600,600,600,600,41036.45,172489.9,107279.8,78152.06,600,600,600,40844.45,600,68871.23,600,600,600,600,600,600,600,66253.11,89325.24,600,600,600,600,59438.21,600,600,38432.16,600,600,600,49344.13,600,600,600,600,41036.45,172489.9,107279.8,78152.06,600,600,600,40844.45,600,68871.23,600,600,600,600,600,600,600,66253.11,89325.24,600,600,600,600,59438.21,600,600,38432.16
2001_7.7_1687.7888,28446.12,600,600,600,600,600,600,73582.01,69462.34,40858.82,600,600,600,21010.88,50381.14,74806.5,600,59277.86,600,600,600,41171.38,600,600,600,39935.77,47400.75,70998.39,65686.78,28961.2,600,92848.06,67627.97,89841.19,47806.04,28446.12,600,600,600,600,600,600,73582.01,69462.34,40858.82,600,600,600,21010.88,50381.14,74806.5,600,59277.86,600,600,600,41171.38,600,600,600,39935.77,47400.75,70998.39,65686.78,28961.2,600,92848.06,67627.97,89841.19,47806.04,28446.12,600,600,600,600,600,600,73582.01,69462.34,40858.82,600,600,600,21010.88,50381.14,74806.5,600,59277.86,600,600,600,41171.38,600,600,600,39935.77,47400.75,70998.39,65686.78,28961.2,600,92848.06,67627.97,89841.19,47806.04
2002_7.967_1687.8003,600,600,600,600,21752.56,600,600,600,600,600,1710.227,600,600,600,600,600,600,600,7173.496,600,600,600,600,600,600,178649.3,43980.75,600,600,600,600,600,600,600,600,600,600,600,600,21752.56,600,600,600,600,600,1710.227,600,600,600,600,600,600,600,7173.496,600,600,600,600,600,600,178649.3,43980.75,600,600,600,600,600,600,600,600,600,600,600,600,21752.56,600,600,600,600,600,1710.227,600,600,600,600,600,600,600,7173.496,600,600,600,600,600,600,178649.3,43980.75,600,600,600,600,600,600,600,600
