Compound Name, 13 01a, 13 02a, 13 03a, 13 04a, 13 05a, 13 06a, 13 07a, 13 08a, 13 09a, 13 10a, 13 11a, 13 12a, 13 13a, 13 14a, 13 15a, 13 16a, 13 17a, 13 18a, 13 19a, 13 20a, 13 21a, 13 22a, 13 23a, 13 24a, 13 25a, 13 26a, 13 27a, 13 28a, 13 29a, 13 30a, 13 31a, 13 32a, 13 33a, 13 34a, 13 36a, 13 01b, 13 02b, 13 03b, 13 04b, 13 05b, 13 06b, 13 07b, 13 08b, 13 09b, 13 10b, 13 11b, 13 12b, 13 13b, 13 14b, 13 15b, 13 16b, 13 17b, 13 18b, 13 19b, 13 20b, 13 21b, 13 22b, 13 23b, 13 24b, 13 25b, 13 26b, 13 27b, 13 28b, 13 29b, 13 30b, 13 31b, 13 32b, 13 33b, 13 34b, 13 36b, 13 01c, 13 02c, 13 03c, 13 04c, 13 05c, 13 06c, 13 07c, 13 08c, 13 09c, 13 10c, 13 11c, 13 12c, 13 13c, 13 14c, 13 15c, 13 16c, 13 17c, 13 18c, 13 19c, 13 20c, 13 21c, 13 22c, 13 23c, 13 24c, 13 25c, 13 26c, 13 27c, 13 28c, 13 29c, 13 30c, 13 31c, 13 32c, 13 33c, 13 34c, 13 36c
1308_6.451_582.259,80147.57,186184.8,92397.48,600,240367.5,600,600,600,600,600,600,7280.422,107930.8,600,600,600,118599.6,600,102792.5,600,10552.9,107861.7,20547.8,38537.34,431297.5,103623.7,600,38136.2,12062.26,600,600,600,600,98417.71,600,80147.57,186184.8,92397.48,600,240367.5,600,600,600,600,600,600,7280.422,107930.8,600,600,600,118599.6,600,102792.5,600,10552.9,107861.7,20547.8,38537.34,431297.5,103623.7,600,38136.2,12062.26,600,600,600,600,98417.71,600,80147.57,186184.8,92397.48,600,240367.5,600,600,600,600,600,600,7280.422,107930.8,600,600,600,118599.6,600,102792.5,600,10552.9,107861.7,20547.8,38537.34,431297.5,103623.7,600,38136.2,12062.26,600,600,600,600,98417.71,600
1309_5.769_582.291,35272.88,16196.68,600,87697.4,30023.18,600,1515.763,70735.07,600,70060.36,600,600,123206.1,600,600,111868.1,600,600,600,109026.2,600,600,16446.18,93330.2,600,600,600,600,57729.97,63991.37,102663,600,600,141994.5,91715.42,35272.88,16196.68,600,87697.4,30023.18,600,1515.763,70735.07,600,70060.36,600,600,123206.1,600,600,111868.1,600,600,600,109026.2,600,600,16446.18,93330.2,600,600,600,600,57729.97,63991.37,102663,600,600,141994.5,91715.42,35272.88,16196.68,600,87697.4,30023.18,600,1515.763,70735.07,600,70060.36,600,600,123206.1,600,600,111868.1,600,600,600,109026.2,600,600,16446.18,93330.2,600,600,600,600,57729.97,63991.37,102663,600,600,141994.5,91715.42
1310_6.063_586.2598,20464.48,89616.4,21487.16,253829.5,86075.95,150078.5,600,600,50497.6,95195.89,600,600,8893.835,14085.38,600,14192.17,600,30329.08,600,600,600,16549.54,79690.92,132101.2,600,12508.9,600,94168.98,10597.37,600,23003.2,23815.55,220291,50876.38,27309.61,20464.48,89616.4,21487.16,253829.5,86075.95,150078.5,600,600,50497.6,95195.89,600,600,8893.835,14085.38,600,14192.17,600,30329.08,600,600,600,16549.54,79690.92,132101.2,600,12508.9,600,94168.98,10597.37,600,23003.2,23815.55,220291,50876.38,27309.61,20464.48,89616.4,21487.16,253829.5,86075.95,150078.5,600,600,50497.6,95195.89,600,600,8893.835,14085.38,600,14192.17,600,30329.08,600,600,600,16549.54,79690.92,132101.2,600,12508.9,600,94168.98,10597.37,600,23003.2,23815.55,220291,50876.38,27309.61
1311_2.999_589.1868,600,1431023,1129489,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1431023,1129489,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,1431023,1129489,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1312_5.544_590.2553,136935,600,114135.3,134398.2,600,600,132265.3,124184.7,86121.13,600,125818.7,118332.4,122267.2,131646.7,128204,281998.4,103257,87888.62,94257.92,105520.7,600,133578,600,600,108060.9,305726.8,113188.5,600,600,600,145589.3,127889.7,134252.4,383448.5,127251.6,136935,600,114135.3,134398.2,600,600,132265.3,124184.7,86121.13,600,125818.7,118332.4,122267.2,131646.7,128204,281998.4,103257,87888.62,94257.92,105520.7,600,133578,600,600,108060.9,305726.8,113188.5,600,600,600,145589.3,127889.7,134252.4,383448.5,127251.6,136935,600,114135.3,134398.2,600,600,132265.3,124184.7,86121.13,600,125818.7,118332.4,122267.2,131646.7,128204,281998.4,103257,87888.62,94257.92,105520.7,600,133578,600,600,108060.9,305726.8,113188.5,600,600,600,145589.3,127889.7,134252.4,383448.5,127251.6
1313_5.992_598.2618,600,600,600,600,225501.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,3634.417,600,7305.969,600,600,600,600,10126.47,600,847589.1,600,600,600,600,600,600,600,600,600,225501.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,3634.417,600,7305.969,600,600,600,600,10126.47,600,847589.1,600,600,600,600,600,600,600,600,600,225501.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,3634.417,600,7305.969,600,600,600,600,10126.47,600,847589.1,600,600,600,600,600
1314_5.837_600.2378,52041.19,600,52842.7,44408.11,600,14033.54,38363.84,35417.37,35250.47,600,60150.2,50841.11,49523.75,75131.08,45780.23,600,45024.02,67151.44,49056.39,21372.07,13083.41,52026.33,17130.41,21946.02,36020.8,59835.59,67781.77,21079.13,7106.372,14088.14,53335.04,54013.13,60997.62,97340.06,600,52041.19,600,52842.7,44408.11,600,14033.54,38363.84,35417.37,35250.47,600,60150.2,50841.11,49523.75,75131.08,45780.23,600,45024.02,67151.44,49056.39,21372.07,13083.41,52026.33,17130.41,21946.02,36020.8,59835.59,67781.77,21079.13,7106.372,14088.14,53335.04,54013.13,60997.62,97340.06,600,52041.19,600,52842.7,44408.11,600,14033.54,38363.84,35417.37,35250.47,600,60150.2,50841.11,49523.75,75131.08,45780.23,600,45024.02,67151.44,49056.39,21372.07,13083.41,52026.33,17130.41,21946.02,36020.8,59835.59,67781.77,21079.13,7106.372,14088.14,53335.04,54013.13,60997.62,97340.06,600
1315_6.286_600.2765,600,202915.1,600,600,600,12741.47,600,600,600,63321.68,131379.2,600,600,600,600,600,600,600,600,118002.2,140023.9,147414.8,259990.7,94818.76,600,600,162737.5,600,19912.31,239403.3,600,106792.8,600,126530.5,600,600,202915.1,600,600,600,12741.47,600,600,600,63321.68,131379.2,600,600,600,600,600,600,600,600,118002.2,140023.9,147414.8,259990.7,94818.76,600,600,162737.5,600,19912.31,239403.3,600,106792.8,600,126530.5,600,600,202915.1,600,600,600,12741.47,600,600,600,63321.68,131379.2,600,600,600,600,600,600,600,600,118002.2,140023.9,147414.8,259990.7,94818.76,600,600,162737.5,600,19912.31,239403.3,600,106792.8,600,126530.5,600
1316_6.371_600.2773,88110.64,600,89967.49,92102.44,600,600,64142.47,61437.09,48928.53,600,600,56025.3,600,91399.24,65213.91,90802.44,34496,600,600,600,600,600,57675.16,600,80012.36,57178.6,600,6931.206,53146.68,600,82290.88,600,86648.91,600,55942.18,88110.64,600,89967.49,92102.44,600,600,64142.47,61437.09,48928.53,600,600,56025.3,600,91399.24,65213.91,90802.44,34496,600,600,600,600,600,57675.16,600,80012.36,57178.6,600,6931.206,53146.68,600,82290.88,600,86648.91,600,55942.18,88110.64,600,89967.49,92102.44,600,600,64142.47,61437.09,48928.53,600,600,56025.3,600,91399.24,65213.91,90802.44,34496,600,600,600,600,600,57675.16,600,80012.36,57178.6,600,6931.206,53146.68,600,82290.88,600,86648.91,600,55942.18
1317_1.443_600.7286,64350.57,19988.08,104609.4,29630.55,600,9439.566,60234.97,56309.81,68484.16,7729.007,600,79173.91,68644.8,105041.4,92205.98,30403.51,48317.54,44443.31,600,36231.09,600,44643.99,600,600,77898.48,53854.14,600,27698.45,600,600,600,600,51400.35,9813.855,46445.86,64350.57,19988.08,104609.4,29630.55,600,9439.566,60234.97,56309.81,68484.16,7729.007,600,79173.91,68644.8,105041.4,92205.98,30403.51,48317.54,44443.31,600,36231.09,600,44643.99,600,600,77898.48,53854.14,600,27698.45,600,600,600,600,51400.35,9813.855,46445.86,64350.57,19988.08,104609.4,29630.55,600,9439.566,60234.97,56309.81,68484.16,7729.007,600,79173.91,68644.8,105041.4,92205.98,30403.51,48317.54,44443.31,600,36231.09,600,44643.99,600,600,77898.48,53854.14,600,27698.45,600,600,600,600,51400.35,9813.855,46445.86
1318_6.357_601.2833,97209.77,600,600,600,600,600,600,600,600,600,600,7593.958,207303.7,600,600,600,14044.26,600,94999.48,6431.667,68386.61,600,34924.72,38188.12,600,600,600,7297.75,600,600,7917.385,174057.7,134554.8,600,600,97209.77,600,600,600,600,600,600,600,600,600,600,7593.958,207303.7,600,600,600,14044.26,600,94999.48,6431.667,68386.61,600,34924.72,38188.12,600,600,600,7297.75,600,600,7917.385,174057.7,134554.8,600,600,97209.77,600,600,600,600,600,600,600,600,600,600,7593.958,207303.7,600,600,600,14044.26,600,94999.48,6431.667,68386.61,600,34924.72,38188.12,600,600,600,7297.75,600,600,7917.385,174057.7,134554.8,600,600
1319_5.484_602.2552,79837.45,63893.21,139862.8,125988.7,600,600,600,600,107492.3,172116.3,140065.3,84452.66,176950.9,153538.7,107466.3,148587.7,142352.5,77539.08,600,600,112243.1,152463.3,93205.65,600,600,89117.89,600,115801.8,126015.8,75654.8,600,130345,622426.7,600,600,79837.45,63893.21,139862.8,125988.7,600,600,600,600,107492.3,172116.3,140065.3,84452.66,176950.9,153538.7,107466.3,148587.7,142352.5,77539.08,600,600,112243.1,152463.3,93205.65,600,600,89117.89,600,115801.8,126015.8,75654.8,600,130345,622426.7,600,600,79837.45,63893.21,139862.8,125988.7,600,600,600,600,107492.3,172116.3,140065.3,84452.66,176950.9,153538.7,107466.3,148587.7,142352.5,77539.08,600,600,112243.1,152463.3,93205.65,600,600,89117.89,600,115801.8,126015.8,75654.8,600,130345,622426.7,600,600
1320_5.792_602.2553,338824.6,600,600,586580.9,600,331034.6,600,58482.34,600,600,494202.4,600,348242.7,600,485272.8,600,600,413139.9,600,600,600,499004.9,388192.3,55711.7,371579.1,600,600,7961.813,600,410878.9,592406.6,600,173834.4,5901.31,600,338824.6,600,600,586580.9,600,331034.6,600,58482.34,600,600,494202.4,600,348242.7,600,485272.8,600,600,413139.9,600,600,600,499004.9,388192.3,55711.7,371579.1,600,600,7961.813,600,410878.9,592406.6,600,173834.4,5901.31,600,338824.6,600,600,586580.9,600,331034.6,600,58482.34,600,600,494202.4,600,348242.7,600,485272.8,600,600,413139.9,600,600,600,499004.9,388192.3,55711.7,371579.1,600,600,7961.813,600,410878.9,592406.6,600,173834.4,5901.31,600
1321_5.968_602.2884,600,3060.703,600,600,8406.628,600,600,600,600,86711.76,600,600,600,600,82448.17,50493.11,600,600,600,600,600,600,60767.82,48253.23,600,600,600,600,76630.17,600,600,127351.5,600,600,23297.02,600,3060.703,600,600,8406.628,600,600,600,600,86711.76,600,600,600,600,82448.17,50493.11,600,600,600,600,600,600,60767.82,48253.23,600,600,600,600,76630.17,600,600,127351.5,600,600,23297.02,600,3060.703,600,600,8406.628,600,600,600,600,86711.76,600,600,600,600,82448.17,50493.11,600,600,600,600,600,600,60767.82,48253.23,600,600,600,600,76630.17,600,600,127351.5,600,600,23297.02
1322_5.687_604.2708,436790.1,600,600,600,600,600,600,600,600,600,306808.1,48631.88,600,600,600,600,600,600,47291.73,428657.7,600,600,600,496199.1,600,600,133729.9,600,379260.8,333945.9,600,600,600,24496.97,600,436790.1,600,600,600,600,600,600,600,600,600,306808.1,48631.88,600,600,600,600,600,600,47291.73,428657.7,600,600,600,496199.1,600,600,133729.9,600,379260.8,333945.9,600,600,600,24496.97,600,436790.1,600,600,600,600,600,600,600,600,600,306808.1,48631.88,600,600,600,600,600,600,47291.73,428657.7,600,600,600,496199.1,600,600,133729.9,600,379260.8,333945.9,600,600,600,24496.97,600
1323_6.033_604.2732,227313.3,600,75999.13,245115.4,195111.7,29458.92,201155.2,217099.8,152523.8,600,77350.57,172768,83826.89,325156,316696.6,75650.89,80933.5,292328,94401.95,600,600,328389.6,600,600,256837.6,170138.7,20996.67,122724.3,360937.3,600,257595.2,288920.3,600,104337.2,600,227313.3,600,75999.13,245115.4,195111.7,29458.92,201155.2,217099.8,152523.8,600,77350.57,172768,83826.89,325156,316696.6,75650.89,80933.5,292328,94401.95,600,600,328389.6,600,600,256837.6,170138.7,20996.67,122724.3,360937.3,600,257595.2,288920.3,600,104337.2,600,227313.3,600,75999.13,245115.4,195111.7,29458.92,201155.2,217099.8,152523.8,600,77350.57,172768,83826.89,325156,316696.6,75650.89,80933.5,292328,94401.95,600,600,328389.6,600,600,256837.6,170138.7,20996.67,122724.3,360937.3,600,257595.2,288920.3,600,104337.2,600
1324_5.801_606.288,600,56817.39,52511.13,52886.91,600,24488.67,51287.51,55567.39,600,600,600,600,67320.55,61335.89,79607.5,53131,64950.37,59252.49,73237.56,65905.46,600,84548.28,102246.9,600,54400.67,56855.29,73977.93,600,600,600,66319.75,61485.82,75503.13,600,45010.78,600,56817.39,52511.13,52886.91,600,24488.67,51287.51,55567.39,600,600,600,600,67320.55,61335.89,79607.5,53131,64950.37,59252.49,73237.56,65905.46,600,84548.28,102246.9,600,54400.67,56855.29,73977.93,600,600,600,66319.75,61485.82,75503.13,600,45010.78,600,56817.39,52511.13,52886.91,600,24488.67,51287.51,55567.39,600,600,600,600,67320.55,61335.89,79607.5,53131,64950.37,59252.49,73237.56,65905.46,600,84548.28,102246.9,600,54400.67,56855.29,73977.93,600,600,600,66319.75,61485.82,75503.13,600,45010.78
1325_5.837_606.289,600,600,71353.76,600,600,600,44787.54,600,42583.82,600,600,600,600,113683.2,600,600,600,90629.95,104607,600,600,600,108199.9,600,72721.16,600,600,600,600,600,600,600,134170.4,106069.2,600,600,600,71353.76,600,600,600,44787.54,600,42583.82,600,600,600,600,113683.2,600,600,600,90629.95,104607,600,600,600,108199.9,600,72721.16,600,600,600,600,600,600,600,134170.4,106069.2,600,600,600,71353.76,600,600,600,44787.54,600,42583.82,600,600,600,600,113683.2,600,600,600,90629.95,104607,600,600,600,108199.9,600,72721.16,600,600,600,600,600,600,600,134170.4,106069.2,600
1326_5.636_606.3162,109295.2,201111.2,90945.61,60573.03,600,600,600,600,295198.2,600,600,600,600,600,600,600,600,600,600,600,243016.3,164321.1,600,600,600,600,600,136504.2,600,600,600,600,600,600,600,109295.2,201111.2,90945.61,60573.03,600,600,600,600,295198.2,600,600,600,600,600,600,600,600,600,600,600,243016.3,164321.1,600,600,600,600,600,136504.2,600,600,600,600,600,600,600,109295.2,201111.2,90945.61,60573.03,600,600,600,600,295198.2,600,600,600,600,600,600,600,600,600,600,600,243016.3,164321.1,600,600,600,600,600,136504.2,600,600,600,600,600,600,600
1327_5.599_606.3313,600,600,600,600,600,600,600,600,7972963,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,7972963,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,7972963,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1328_5.18_607.3778,45305.44,31994.6,15358.25,18216.99,48246.21,34603.44,24930.44,38155.87,31054.58,129541.2,28009.82,30227.66,18014.24,23602.18,20727.18,25463.99,34831.79,27087.7,57005.43,37211.06,156743.2,15798.75,67292.98,35553.54,33816.26,10837.06,17595.61,12826.77,77620.68,18964.75,24621.99,24010.58,19597.98,13876.64,600,45305.44,31994.6,15358.25,18216.99,48246.21,34603.44,24930.44,38155.87,31054.58,129541.2,28009.82,30227.66,18014.24,23602.18,20727.18,25463.99,34831.79,27087.7,57005.43,37211.06,156743.2,15798.75,67292.98,35553.54,33816.26,10837.06,17595.61,12826.77,77620.68,18964.75,24621.99,24010.58,19597.98,13876.64,600,45305.44,31994.6,15358.25,18216.99,48246.21,34603.44,24930.44,38155.87,31054.58,129541.2,28009.82,30227.66,18014.24,23602.18,20727.18,25463.99,34831.79,27087.7,57005.43,37211.06,156743.2,15798.75,67292.98,35553.54,33816.26,10837.06,17595.61,12826.77,77620.68,18964.75,24621.99,24010.58,19597.98,13876.64,600
1329_5.517_608.3297,600,42368.8,33726.37,132861.4,600,600,600,600,5421918,600,600,600,600,600,600,600,600,600,600,600,97367.52,600,600,600,600,600,600,600,600,600,600,600,77976.91,600,600,600,42368.8,33726.37,132861.4,600,600,600,600,5421918,600,600,600,600,600,600,600,600,600,600,600,97367.52,600,600,600,600,600,600,600,600,600,600,600,77976.91,600,600,600,42368.8,33726.37,132861.4,600,600,600,600,5421918,600,600,600,600,600,600,600,600,600,600,600,97367.52,600,600,600,600,600,600,600,600,600,600,600,77976.91,600,600
1330_5.399_608.3319,79021.34,81721.05,600,600,600,600,600,600,132230.5,600,600,600,600,600,600,600,600,600,600,600,136456.5,76914.58,600,600,600,600,600,600,600,600,600,10449.27,600,600,600,79021.34,81721.05,600,600,600,600,600,600,132230.5,600,600,600,600,600,600,600,600,600,600,600,136456.5,76914.58,600,600,600,600,600,600,600,600,600,10449.27,600,600,600,79021.34,81721.05,600,600,600,600,600,600,132230.5,600,600,600,600,600,600,600,600,600,600,600,136456.5,76914.58,600,600,600,600,600,600,600,600,600,10449.27,600,600,600
1331_5.404_608.3321,600,600,600,600,600,600,600,600,2033318,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,2033318,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,2033318,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1332_1.541_609.6914,600,600,91596.07,167793.7,600,600,73568.59,600,46915.43,600,28686.4,600,600,600,600,56418.75,54368.88,71296.05,132037.8,600,39224.6,73499.63,26382.24,30725.37,600,600,600,600,600,47215.21,600,600,600,117002.7,600,600,600,91596.07,167793.7,600,600,73568.59,600,46915.43,600,28686.4,600,600,600,600,56418.75,54368.88,71296.05,132037.8,600,39224.6,73499.63,26382.24,30725.37,600,600,600,600,600,47215.21,600,600,600,117002.7,600,600,600,91596.07,167793.7,600,600,73568.59,600,46915.43,600,28686.4,600,600,600,600,56418.75,54368.88,71296.05,132037.8,600,39224.6,73499.63,26382.24,30725.37,600,600,600,600,600,47215.21,600,600,600,117002.7,600
1333_5.938_614.2535,600,600,600,46395.36,600,600,600,600,600,176774.9,600,600,66259.58,77543.88,600,600,600,600,80580.03,63656.5,600,600,600,70090.01,600,600,600,600,600,138896.5,600,600,67983.02,95173.11,600,600,600,600,46395.36,600,600,600,600,600,176774.9,600,600,66259.58,77543.88,600,600,600,600,80580.03,63656.5,600,600,600,70090.01,600,600,600,600,600,138896.5,600,600,67983.02,95173.11,600,600,600,600,46395.36,600,600,600,600,600,176774.9,600,600,66259.58,77543.88,600,600,600,600,80580.03,63656.5,600,600,600,70090.01,600,600,600,600,600,138896.5,600,600,67983.02,95173.11,600
1334_1.428_615.7006,600,75260.19,600,600,600,64272.57,600,214788.3,600,65178.45,176613.5,231998,191380.3,600,197337.2,600,600,600,600,143593.4,66133.46,600,600,600,600,199813.7,147634.7,85258.33,600,600,600,600,600,600,600,600,75260.19,600,600,600,64272.57,600,214788.3,600,65178.45,176613.5,231998,191380.3,600,197337.2,600,600,600,600,143593.4,66133.46,600,600,600,600,199813.7,147634.7,85258.33,600,600,600,600,600,600,600,600,75260.19,600,600,600,64272.57,600,214788.3,600,65178.45,176613.5,231998,191380.3,600,197337.2,600,600,600,600,143593.4,66133.46,600,600,600,600,199813.7,147634.7,85258.33,600,600,600,600,600,600,600
1335_1.446_615.7048,331436.6,600,448641.1,372797.8,600,600,546033.8,600,424089,79742.27,107766.5,600,600,600,600,436693.4,507004.3,600,600,600,600,292483.3,75810.56,26433.35,374910.9,600,600,66436.27,600,600,466936,291108.6,600,473064.4,201538.4,331436.6,600,448641.1,372797.8,600,600,546033.8,600,424089,79742.27,107766.5,600,600,600,600,436693.4,507004.3,600,600,600,600,292483.3,75810.56,26433.35,374910.9,600,600,66436.27,600,600,466936,291108.6,600,473064.4,201538.4,331436.6,600,448641.1,372797.8,600,600,546033.8,600,424089,79742.27,107766.5,600,600,600,600,436693.4,507004.3,600,600,600,600,292483.3,75810.56,26433.35,374910.9,600,600,66436.27,600,600,466936,291108.6,600,473064.4,201538.4
1336_5.584_616.2704,889798.1,753693.5,953632.6,910004.8,600,660471.1,828724,547686.9,633760.6,834696.1,1062608,806882.1,1150224,1102635,1056395,1044414,984267.6,1116318,1073879,349402.8,303842.6,1154929,1018427,1160545,1016698,1131721,285083,907362.3,600,1019222,1076581,1109409,1211683,1159830,888526.4,889798.1,753693.5,953632.6,910004.8,600,660471.1,828724,547686.9,633760.6,834696.1,1062608,806882.1,1150224,1102635,1056395,1044414,984267.6,1116318,1073879,349402.8,303842.6,1154929,1018427,1160545,1016698,1131721,285083,907362.3,600,1019222,1076581,1109409,1211683,1159830,888526.4,889798.1,753693.5,953632.6,910004.8,600,660471.1,828724,547686.9,633760.6,834696.1,1062608,806882.1,1150224,1102635,1056395,1044414,984267.6,1116318,1073879,349402.8,303842.6,1154929,1018427,1160545,1016698,1131721,285083,907362.3,600,1019222,1076581,1109409,1211683,1159830,888526.4
1337_6.022_618.2882,23876.94,600,34739.21,600,600,600,600,600,600,17605.21,54461.08,600,39816,829967.8,274355.4,46473.63,40609.15,600,44841.88,600,600,1709.045,47124.08,475693.7,33956.96,34538.49,600,140407.5,600,33470.77,29297.23,32090.78,47026.76,61356.41,28782.59,23876.94,600,34739.21,600,600,600,600,600,600,17605.21,54461.08,600,39816,829967.8,274355.4,46473.63,40609.15,600,44841.88,600,600,1709.045,47124.08,475693.7,33956.96,34538.49,600,140407.5,600,33470.77,29297.23,32090.78,47026.76,61356.41,28782.59,23876.94,600,34739.21,600,600,600,600,600,600,17605.21,54461.08,600,39816,829967.8,274355.4,46473.63,40609.15,600,44841.88,600,600,1709.045,47124.08,475693.7,33956.96,34538.49,600,140407.5,600,33470.77,29297.23,32090.78,47026.76,61356.41,28782.59
1338_4.082_621.2609,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,61104.45,578753.4,600,42052.45,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,61104.45,578753.4,600,42052.45,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,61104.45,578753.4,600,42052.45
